               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.029201,            0.055857,            0.040528,             0.78897,             0.62362,              0.6299,             0.49674,            0.023804,            0.049515,            0.032703,           0.0068914,           0.0068914,           0.0068914
                 159,            0.027771,            0.057616,             0.03946,             0.79777,             0.59495,             0.62322,             0.51115,             0.02271,            0.051648,            0.032709,           0.0068716,           0.0068716,           0.0068716
                 160,            0.027725,            0.051337,             0.03969,             0.80114,             0.60952,             0.63691,             0.51026,            0.025528,            0.051778,            0.032069,           0.0068518,           0.0068518,           0.0068518
                 161,            0.029507,            0.056743,            0.039616,             0.82515,             0.59098,             0.63934,             0.51204,            0.025194,            0.052546,            0.031983,            0.006832,            0.006832,            0.006832
                 162,             0.02787,            0.054677,            0.039055,             0.81857,              0.6002,             0.62777,             0.48783,            0.025749,            0.055214,            0.031815,           0.0068122,           0.0068122,           0.0068122
                 163,            0.029334,            0.051955,            0.039174,             0.80904,              0.6075,             0.63151,             0.49058,            0.023805,            0.052524,            0.031742,           0.0067924,           0.0067924,           0.0067924
                 164,            0.028754,            0.057725,            0.039571,             0.76268,             0.60826,              0.6323,             0.49945,            0.023772,             0.05098,            0.031756,           0.0067726,           0.0067726,           0.0067726
                 165,            0.027633,            0.054966,            0.039251,             0.77032,             0.61475,             0.63553,             0.50448,             0.02418,            0.050509,            0.031409,           0.0067528,           0.0067528,           0.0067528
                 166,            0.028486,            0.052121,            0.038418,             0.78433,               0.609,              0.6332,             0.50004,            0.023605,            0.050449,            0.031391,            0.006733,            0.006733,            0.006733
                 167,            0.028223,            0.055021,            0.038048,             0.78185,             0.59929,             0.62337,             0.51615,            0.022449,            0.050544,            0.031254,           0.0067132,           0.0067132,           0.0067132
                 168,            0.029845,            0.057187,            0.038533,             0.78055,              0.6217,             0.62698,             0.51021,            0.022522,            0.049836,            0.031166,           0.0066934,           0.0066934,           0.0066934
                 169,            0.027419,            0.053938,            0.038713,             0.78874,             0.61793,             0.62303,             0.48896,            0.023645,             0.04988,            0.030814,           0.0066736,           0.0066736,           0.0066736
                 170,             0.02794,            0.054975,            0.037939,             0.78327,             0.62617,             0.63724,             0.52062,            0.023169,            0.049913,            0.030437,           0.0066538,           0.0066538,           0.0066538
                 171,            0.028305,            0.053793,             0.03711,             0.77623,             0.62614,             0.63777,             0.51841,            0.023258,            0.048408,            0.030228,            0.006634,            0.006634,            0.006634
                 172,             0.02814,            0.053495,            0.036093,             0.77172,             0.62532,             0.63773,             0.50647,            0.024466,            0.050825,            0.030085,           0.0066142,           0.0066142,           0.0066142
                 173,            0.029254,            0.051003,             0.03885,             0.77787,             0.62552,             0.63228,             0.50381,            0.024166,            0.051552,            0.030127,           0.0065944,           0.0065944,           0.0065944
                 174,            0.028199,            0.059625,             0.03712,             0.78891,             0.61772,             0.63499,             0.51196,            0.023745,             0.05185,            0.030079,           0.0065746,           0.0065746,           0.0065746
                 175,            0.027342,            0.053594,            0.036832,             0.78524,             0.61726,             0.63029,             0.50695,            0.025326,             0.05198,            0.029522,           0.0065548,           0.0065548,           0.0065548
                 176,             0.02883,             0.05099,            0.036414,             0.77283,             0.60659,             0.61909,             0.49173,            0.024081,            0.049299,            0.029303,            0.006535,            0.006535,            0.006535
                 177,            0.028441,            0.051784,             0.03732,             0.77494,             0.63185,             0.63722,             0.50535,            0.024328,            0.049997,            0.029507,           0.0065152,           0.0065152,           0.0065152
                 178,            0.027782,            0.050373,            0.037126,             0.77273,             0.62571,              0.6461,             0.51233,            0.024572,            0.050983,            0.029646,           0.0064954,           0.0064954,           0.0064954
                 179,            0.028451,            0.058844,            0.035869,             0.78078,             0.61375,             0.65423,             0.51472,            0.024687,            0.050882,            0.029473,           0.0064756,           0.0064756,           0.0064756
                 180,            0.027285,            0.054912,            0.034323,             0.79467,             0.61446,              0.6648,             0.53308,            0.023181,            0.049084,               0.029,           0.0064558,           0.0064558,           0.0064558
                 181,            0.027155,            0.052092,            0.035013,             0.79034,             0.62169,             0.66216,             0.52785,            0.024207,            0.048682,            0.028783,            0.006436,            0.006436,            0.006436
                 182,            0.026849,            0.049213,            0.035977,             0.81171,             0.61859,             0.65539,             0.54186,            0.023319,            0.047738,            0.028692,           0.0064162,           0.0064162,           0.0064162
                 183,            0.027611,            0.050966,             0.03531,             0.83811,             0.60401,             0.65382,             0.53793,            0.023371,            0.050196,            0.028727,           0.0063964,           0.0063964,           0.0063964
                 184,            0.028333,            0.055886,            0.034888,             0.57076,             0.34068,             0.42318,             0.33898,            0.035384,             0.13433,            0.055907,           0.0063766,           0.0063766,           0.0063766
                 185,            0.027353,            0.053154,            0.034475,             0.83529,             0.60952,             0.65118,             0.52844,            0.024619,            0.052753,             0.02861,           0.0063568,           0.0063568,           0.0063568
                 186,              0.0287,            0.055925,            0.035313,             0.80626,             0.61593,             0.65411,              0.5339,            0.023237,            0.048559,            0.027883,            0.006337,            0.006337,            0.006337
                 187,            0.026994,            0.054916,            0.034194,             0.82951,             0.61494,             0.65727,             0.52796,            0.023634,            0.048609,            0.027948,           0.0063172,           0.0063172,           0.0063172
                 188,            0.028285,            0.048424,            0.035279,             0.84221,             0.60349,             0.65824,             0.52496,            0.022979,            0.049945,            0.027918,           0.0062974,           0.0062974,           0.0062974
                 189,            0.027658,            0.050506,            0.034737,             0.83914,             0.61019,             0.66522,             0.53841,            0.022622,            0.050071,            0.027809,           0.0062776,           0.0062776,           0.0062776
                 190,            0.027916,            0.052803,            0.034324,             0.85208,             0.60635,              0.6706,             0.54238,            0.023759,            0.051338,            0.027853,           0.0062578,           0.0062578,           0.0062578
                 191,            0.027735,            0.049314,            0.033743,             0.81219,             0.62778,             0.66962,             0.55032,            0.023179,             0.04925,            0.027608,            0.006238,            0.006238,            0.006238
                 192,            0.026886,            0.051084,            0.034054,             0.80177,             0.62004,             0.67532,             0.55204,            0.022475,            0.051252,            0.027405,           0.0062182,           0.0062182,           0.0062182
                 193,            0.027493,            0.055638,            0.034127,             0.77909,             0.62685,             0.67358,             0.55147,            0.022116,            0.049644,            0.027193,           0.0061984,           0.0061984,           0.0061984
                 194,            0.026737,             0.04932,            0.033994,             0.80873,             0.62793,             0.67611,              0.5522,             0.02283,            0.051239,            0.027479,           0.0061786,           0.0061786,           0.0061786
                 195,            0.027413,            0.051848,            0.032981,             0.82009,             0.62208,             0.67285,             0.54031,            0.023333,            0.049538,            0.027455,           0.0061588,           0.0061588,           0.0061588
                 196,              0.0285,            0.053841,            0.033839,             0.83293,             0.62468,             0.67651,             0.54511,             0.02352,            0.051587,            0.027303,            0.006139,            0.006139,            0.006139
                 197,            0.027207,            0.049425,            0.034207,             0.83327,               0.603,             0.67292,             0.54316,            0.023498,            0.050259,            0.027106,           0.0061192,           0.0061192,           0.0061192
                 198,            0.027059,            0.052636,             0.03334,             0.82293,              0.6232,             0.68395,             0.55298,            0.023384,            0.049849,            0.026618,           0.0060994,           0.0060994,           0.0060994
                 199,            0.027536,            0.049829,            0.033648,             0.83614,              0.6163,             0.68643,              0.5699,            0.021848,             0.05027,            0.026247,           0.0060796,           0.0060796,           0.0060796
                 200,            0.026778,             0.05021,            0.033428,             0.85413,             0.61966,             0.68495,             0.56002,            0.023107,             0.05166,            0.026046,           0.0060598,           0.0060598,           0.0060598
                 201,            0.026788,             0.05119,            0.033181,             0.83711,             0.61193,             0.69351,              0.5752,            0.022095,            0.049818,            0.026404,             0.00604,             0.00604,             0.00604
                 202,            0.027157,            0.050724,             0.03304,             0.82292,             0.60977,             0.68224,               0.559,             0.02213,             0.05196,            0.026217,           0.0060202,           0.0060202,           0.0060202
                 203,            0.026389,            0.050341,            0.032372,             0.85022,             0.59962,             0.68596,             0.56568,            0.022021,            0.050082,            0.026056,           0.0060004,           0.0060004,           0.0060004
                 204,            0.027364,            0.048747,            0.032282,             0.85462,             0.59645,             0.69366,             0.53935,            0.024754,            0.051438,            0.025368,           0.0059806,           0.0059806,           0.0059806
                 205,            0.026278,            0.049139,            0.032123,             0.84057,             0.59087,             0.69118,             0.56084,            0.023365,            0.050328,            0.025165,           0.0059608,           0.0059608,           0.0059608
                 206,            0.027235,            0.049153,            0.031316,             0.82354,             0.59816,             0.69008,             0.55795,             0.02362,            0.050836,            0.025369,            0.005941,            0.005941,            0.005941
                 207,            0.027282,            0.053175,            0.031826,             0.81948,             0.60058,             0.70482,             0.58156,            0.022344,            0.049597,            0.025508,           0.0059212,           0.0059212,           0.0059212
                 208,            0.025969,            0.051729,            0.031439,             0.83286,             0.59579,             0.71058,             0.59421,            0.021741,            0.048233,            0.025292,           0.0059014,           0.0059014,           0.0059014
                 209,            0.026411,             0.04825,            0.031286,             0.84479,             0.58289,             0.73187,             0.59877,            0.021959,            0.049479,            0.025199,           0.0058816,           0.0058816,           0.0058816
                 210,            0.026509,            0.051692,            0.030869,             0.79586,             0.63371,             0.72376,             0.60382,             0.02162,            0.048733,            0.025272,           0.0058618,           0.0058618,           0.0058618
                 211,            0.026271,            0.046203,            0.031631,             0.81426,             0.68005,              0.7178,             0.60325,            0.021847,            0.048096,            0.025219,            0.005842,            0.005842,            0.005842
                 212,            0.026762,            0.055861,             0.03066,             0.79831,             0.63401,             0.72518,             0.59913,            0.021718,            0.048771,            0.024963,           0.0058222,           0.0058222,           0.0058222
                 213,            0.026625,            0.051796,            0.030629,             0.83521,             0.60892,             0.70631,             0.58128,            0.022131,            0.048523,            0.024422,           0.0058024,           0.0058024,           0.0058024
                 214,            0.027903,            0.053486,            0.030264,             0.83178,             0.60413,             0.69785,             0.58497,            0.021729,            0.046993,            0.024039,           0.0057826,           0.0057826,           0.0057826
                 215,            0.026757,            0.050271,            0.029701,              0.8312,             0.60635,             0.70154,             0.58241,            0.022513,            0.047544,            0.024387,           0.0057628,           0.0057628,           0.0057628
                 216,            0.025917,            0.050897,            0.030352,             0.84983,             0.60702,             0.70878,             0.57908,            0.023188,            0.048183,            0.024429,            0.005743,            0.005743,            0.005743
                 217,            0.026386,            0.048607,            0.030511,             0.81523,             0.62295,             0.70982,             0.58468,            0.022846,            0.049949,            0.024703,           0.0057232,           0.0057232,           0.0057232
                 218,            0.025876,             0.04856,            0.030745,             0.82465,             0.60116,             0.69469,             0.56637,              0.0226,             0.05022,            0.024402,           0.0057034,           0.0057034,           0.0057034
                 219,            0.026405,            0.047798,            0.030848,             0.81739,             0.62205,             0.69217,             0.57179,            0.021361,            0.051332,            0.023516,           0.0056836,           0.0056836,           0.0056836
                 220,            0.026488,             0.04988,            0.030286,             0.82933,             0.63864,             0.69084,              0.5598,            0.022813,            0.050341,            0.023233,           0.0056638,           0.0056638,           0.0056638
                 221,            0.026715,             0.05051,            0.029555,              0.8364,             0.62662,             0.70182,             0.57418,             0.02268,            0.048273,            0.023231,            0.005644,            0.005644,            0.005644
                 222,            0.027083,             0.05387,            0.029644,             0.84466,             0.60738,             0.70175,             0.57784,             0.02235,            0.047693,            0.023386,           0.0056242,           0.0056242,           0.0056242
                 223,            0.026682,            0.050773,            0.029906,             0.83078,             0.61818,             0.70776,             0.57266,            0.022962,            0.049924,            0.023551,           0.0056044,           0.0056044,           0.0056044
                 224,             0.02674,            0.049282,            0.029546,             0.68084,             0.74126,             0.70136,             0.58065,            0.022856,            0.048649,            0.023785,           0.0055846,           0.0055846,           0.0055846
                 225,            0.026065,            0.049774,            0.029027,             0.70513,             0.74162,             0.70694,             0.58667,            0.022094,            0.047148,            0.023362,           0.0055648,           0.0055648,           0.0055648
                 226,            0.026078,            0.053266,            0.031232,             0.70469,             0.73632,             0.70172,             0.57037,            0.023564,             0.04856,            0.023363,            0.005545,            0.005545,            0.005545
                 227,            0.025781,            0.047675,            0.029876,             0.69719,             0.67606,             0.65362,             0.54381,            0.021808,            0.049189,            0.023505,           0.0055252,           0.0055252,           0.0055252
                 228,            0.026523,            0.049675,            0.029701,             0.78557,             0.62484,              0.6962,             0.56251,            0.022741,            0.050673,            0.022733,           0.0055054,           0.0055054,           0.0055054
                 229,            0.026843,            0.049431,            0.028492,             0.84681,             0.61714,             0.70598,             0.58067,            0.021581,            0.048293,            0.022234,           0.0054856,           0.0054856,           0.0054856
                 230,            0.025748,            0.046853,            0.029745,             0.84431,              0.6012,             0.70551,             0.58693,            0.022641,            0.050407,            0.022453,           0.0054658,           0.0054658,           0.0054658
                 231,            0.026472,            0.051655,            0.029364,             0.72254,             0.73097,             0.70824,              0.5852,            0.022716,             0.05097,             0.02261,            0.005446,            0.005446,            0.005446
                 232,            0.025862,            0.050096,            0.027923,             0.70519,             0.69506,             0.70594,             0.58904,            0.023071,            0.050948,            0.022552,           0.0054262,           0.0054262,           0.0054262
                 233,            0.025827,            0.047345,            0.028732,             0.80511,             0.64973,             0.69454,             0.57951,            0.022138,            0.048648,             0.02208,           0.0054064,           0.0054064,           0.0054064
                 234,            0.025689,            0.049258,            0.029066,             0.79808,             0.66365,              0.6998,             0.58397,            0.021862,            0.048776,            0.021731,           0.0053866,           0.0053866,           0.0053866
                 235,            0.026723,             0.05172,            0.028179,             0.82882,             0.62483,             0.70139,             0.57832,            0.022466,            0.051158,            0.021612,           0.0053668,           0.0053668,           0.0053668
                 236,            0.026921,            0.051833,             0.02905,             0.81501,              0.6532,             0.70809,             0.59099,            0.022086,            0.047849,            0.021637,            0.005347,            0.005347,            0.005347
                 237,            0.025713,            0.047707,            0.027496,             0.80569,             0.65415,             0.70685,             0.58857,            0.021403,            0.046728,            0.021314,           0.0053272,           0.0053272,           0.0053272
                 238,            0.026571,            0.046744,            0.028342,              0.7019,             0.74415,             0.72021,             0.59575,            0.021749,            0.046353,            0.021482,           0.0053074,           0.0053074,           0.0053074
                 239,            0.025467,            0.049469,            0.027157,             0.70188,             0.73702,             0.71723,             0.58704,            0.022432,            0.046889,            0.021627,           0.0052876,           0.0052876,           0.0052876
                 240,            0.024633,            0.046461,            0.028129,              0.8236,             0.66131,             0.72739,              0.5823,            0.023528,             0.04747,            0.021093,           0.0052678,           0.0052678,           0.0052678
                 241,            0.026074,            0.050888,            0.028566,             0.82883,             0.66393,              0.7221,             0.59789,            0.021755,            0.047196,            0.021049,            0.005248,            0.005248,            0.005248
                 242,            0.025822,            0.047175,            0.027424,             0.85445,             0.63237,             0.71651,              0.5913,            0.022277,            0.048152,            0.022046,           0.0052282,           0.0052282,           0.0052282
                 243,            0.025359,            0.049137,            0.027247,             0.85156,             0.65009,             0.71539,             0.60164,             0.02155,            0.048525,            0.021961,           0.0052084,           0.0052084,           0.0052084
                 244,            0.025106,            0.046996,            0.027653,             0.84554,             0.65083,             0.72229,             0.59973,            0.021208,            0.046675,            0.022006,           0.0051886,           0.0051886,           0.0051886
                 245,            0.025581,            0.048721,            0.027703,             0.85188,             0.63014,             0.71481,             0.59295,            0.020825,            0.047813,            0.022128,           0.0051688,           0.0051688,           0.0051688
                 246,            0.025887,            0.050949,            0.027537,             0.84874,               0.635,             0.71102,             0.59834,            0.020631,            0.047136,             0.02146,            0.005149,            0.005149,            0.005149
                 247,            0.025227,             0.05086,            0.026137,             0.84956,             0.63309,             0.71646,             0.59201,            0.021527,            0.048377,            0.020435,           0.0051292,           0.0051292,           0.0051292
                 248,            0.025503,            0.054151,             0.02729,              0.8665,             0.63208,              0.7225,              0.5958,            0.022317,            0.050496,            0.020271,           0.0051094,           0.0051094,           0.0051094
                 249,            0.025228,            0.046891,            0.026449,             0.89007,             0.64408,             0.72702,             0.59213,            0.022541,            0.047951,            0.019866,           0.0050896,           0.0050896,           0.0050896
                 250,            0.024987,            0.044414,            0.027225,             0.90263,             0.65647,             0.72266,             0.58929,             0.02226,            0.047825,            0.019904,           0.0050698,           0.0050698,           0.0050698
                 251,             0.02511,            0.052476,            0.026937,             0.88429,             0.64959,             0.72962,              0.6101,            0.020977,            0.045374,            0.021176,             0.00505,             0.00505,             0.00505
                 252,            0.024684,             0.04599,            0.027417,             0.87114,             0.65253,             0.72625,              0.6077,            0.021022,            0.046926,            0.020548,           0.0050302,           0.0050302,           0.0050302
                 253,            0.025301,            0.051883,            0.026532,             0.88588,             0.64869,             0.73241,             0.60629,            0.022003,            0.046605,            0.019625,           0.0050104,           0.0050104,           0.0050104
                 254,            0.025609,            0.050589,            0.027199,             0.88348,             0.65399,             0.73061,             0.60931,            0.020993,            0.045621,            0.019475,           0.0049906,           0.0049906,           0.0049906
                 255,            0.025334,             0.04928,            0.025682,             0.88839,             0.64759,             0.73067,             0.60052,            0.022754,            0.047958,            0.019827,           0.0049708,           0.0049708,           0.0049708
                 256,            0.025319,            0.046646,            0.026038,             0.89153,             0.64319,              0.7359,             0.59309,            0.023784,            0.048295,             0.01886,            0.004951,            0.004951,            0.004951
                 257,            0.025425,            0.046828,            0.025113,             0.89139,             0.64934,             0.73067,             0.60609,            0.021768,            0.046498,            0.019442,           0.0049312,           0.0049312,           0.0049312
                 258,            0.025134,            0.048849,            0.026081,             0.86134,             0.68153,             0.73909,             0.61159,            0.020809,            0.045664,            0.018807,           0.0049114,           0.0049114,           0.0049114
                 259,            0.024923,             0.04971,            0.025637,              0.8501,             0.68851,             0.74117,             0.61412,            0.021283,            0.049995,            0.018893,           0.0048916,           0.0048916,           0.0048916
                 260,              0.0253,            0.051543,            0.025225,             0.85431,             0.70201,              0.7457,             0.62795,            0.020898,            0.045077,             0.01849,           0.0048718,           0.0048718,           0.0048718
                 261,            0.025497,            0.047475,            0.024845,             0.84958,             0.70041,             0.74306,             0.62446,            0.020934,            0.045236,            0.018259,            0.004852,            0.004852,            0.004852
                 262,            0.024284,            0.046903,            0.025158,             0.85115,             0.69456,             0.73644,             0.61771,            0.020848,            0.045164,            0.018279,           0.0048322,           0.0048322,           0.0048322
                 263,            0.025462,            0.044803,            0.024724,             0.85145,             0.70396,             0.74617,             0.62245,            0.021753,            0.045665,            0.017879,           0.0048124,           0.0048124,           0.0048124
                 264,            0.024944,            0.044151,            0.025031,             0.77105,              0.7195,             0.74558,             0.62638,            0.021264,            0.045663,            0.018079,           0.0047926,           0.0047926,           0.0047926
                 265,            0.024903,            0.046564,             0.02479,             0.78606,             0.70219,             0.74864,             0.62592,            0.021384,            0.045877,            0.018074,           0.0047728,           0.0047728,           0.0047728
                 266,             0.02556,            0.045419,             0.02583,              0.8666,             0.69891,             0.76047,             0.63455,            0.021796,            0.046723,            0.017949,            0.004753,            0.004753,            0.004753
                 267,            0.024905,            0.045581,            0.024476,             0.85802,             0.69423,             0.74744,             0.63108,            0.021207,            0.048025,            0.017928,           0.0047332,           0.0047332,           0.0047332
                 268,            0.025334,            0.050855,             0.02386,             0.91976,              0.6427,             0.74211,              0.6138,            0.021906,            0.046304,            0.017323,           0.0047134,           0.0047134,           0.0047134
                 269,            0.024701,            0.047912,            0.024615,             0.87777,             0.70077,             0.74912,             0.62393,            0.021452,            0.047197,             0.01711,           0.0046936,           0.0046936,           0.0046936
                 270,            0.025246,            0.051833,            0.024606,             0.87788,             0.68846,             0.74173,             0.60955,            0.022627,            0.048434,            0.017388,           0.0046738,           0.0046738,           0.0046738
                 271,            0.024744,            0.049196,            0.023677,             0.86558,             0.68668,             0.74045,             0.61869,             0.02193,            0.049219,            0.017117,            0.004654,            0.004654,            0.004654
                 272,            0.024261,            0.045585,            0.023854,             0.85528,             0.68178,               0.759,              0.6296,            0.021413,             0.04823,             0.01717,           0.0046342,           0.0046342,           0.0046342
                 273,            0.025111,            0.046733,            0.024614,             0.92431,             0.64921,             0.77639,             0.65112,            0.020696,              0.0473,            0.016874,           0.0046144,           0.0046144,           0.0046144
                 274,            0.025123,             0.05326,            0.024051,             0.86605,              0.6808,             0.78213,             0.65367,            0.020701,            0.046432,            0.016598,           0.0045946,           0.0045946,           0.0045946
                 275,            0.024702,            0.044502,            0.024319,              0.9256,             0.65876,             0.75353,             0.63884,            0.020748,            0.044963,            0.016512,           0.0045748,           0.0045748,           0.0045748
                 276,            0.024732,            0.048151,            0.024736,             0.86731,             0.69066,             0.75574,             0.63577,            0.020901,            0.044803,            0.016335,            0.004555,            0.004555,            0.004555
                 277,            0.024962,            0.050366,            0.023679,             0.91634,             0.65693,             0.75679,              0.6394,            0.020335,            0.043942,            0.016447,           0.0045352,           0.0045352,           0.0045352
                 278,            0.023593,            0.045515,            0.023194,             0.85396,             0.68649,             0.76346,             0.64011,            0.020719,            0.045071,            0.016869,           0.0045154,           0.0045154,           0.0045154
                 279,            0.024819,            0.045572,            0.023187,              0.8539,             0.68571,             0.75367,             0.63067,            0.021217,            0.047072,            0.016785,           0.0044956,           0.0044956,           0.0044956
                 280,            0.024556,            0.048045,            0.023522,              0.8768,             0.69162,             0.74851,             0.62846,            0.021689,            0.049187,            0.016466,           0.0044758,           0.0044758,           0.0044758
                 281,            0.023735,            0.048052,            0.023357,             0.89217,              0.6885,             0.74849,             0.63159,            0.022119,             0.04797,            0.016109,            0.004456,            0.004456,            0.004456
                 282,            0.024601,            0.047692,            0.022961,             0.88602,             0.68386,             0.74661,             0.63316,            0.021007,            0.048073,            0.016311,           0.0044362,           0.0044362,           0.0044362
                 283,            0.025347,             0.05173,            0.023903,             0.87136,             0.68195,             0.74754,             0.62545,            0.021683,            0.049901,            0.016255,           0.0044164,           0.0044164,           0.0044164
                 284,            0.024446,            0.048072,            0.022733,             0.86394,             0.68734,             0.75353,             0.63166,            0.022225,            0.049052,             0.01632,           0.0043966,           0.0043966,           0.0043966
                 285,            0.024403,            0.045961,            0.022525,             0.89982,             0.66636,             0.75429,             0.62678,            0.022135,             0.04912,             0.01628,           0.0043768,           0.0043768,           0.0043768
                 286,            0.024078,            0.050533,            0.022992,             0.88273,             0.67218,             0.78211,             0.65973,            0.020653,            0.048327,             0.01586,            0.004357,            0.004357,            0.004357
                 287,            0.023509,            0.047228,            0.022763,             0.90107,             0.67052,             0.76802,              0.6393,            0.021401,            0.048866,            0.015496,           0.0043372,           0.0043372,           0.0043372
                 288,            0.023903,            0.048443,            0.024195,             0.88946,             0.67671,             0.74921,             0.63183,            0.020848,            0.050174,            0.015815,           0.0043174,           0.0043174,           0.0043174
                 289,            0.024826,              0.0515,            0.023599,             0.86309,             0.70004,             0.74621,             0.61821,            0.021446,            0.048171,            0.016523,           0.0042976,           0.0042976,           0.0042976
                 290,            0.024564,            0.049076,            0.022004,             0.88574,             0.70279,             0.74704,             0.61689,            0.021946,            0.048601,            0.016123,           0.0042778,           0.0042778,           0.0042778
                 291,            0.024634,            0.045364,            0.021826,               0.879,             0.68639,             0.75348,             0.62843,            0.021657,            0.047898,            0.016151,            0.004258,            0.004258,            0.004258
                 292,            0.024033,            0.045224,            0.022246,             0.88401,             0.68654,             0.75316,             0.62805,            0.021709,            0.047464,            0.015675,           0.0042382,           0.0042382,           0.0042382
                 293,            0.024956,            0.050243,            0.022616,             0.88124,             0.69101,              0.7519,             0.62949,            0.021571,            0.045978,            0.015573,           0.0042184,           0.0042184,           0.0042184
                 294,            0.024556,            0.048589,            0.021552,             0.88201,             0.68744,             0.74739,             0.62826,            0.020821,            0.045799,            0.015975,           0.0041986,           0.0041986,           0.0041986
                 295,            0.024468,             0.05217,            0.021419,             0.89061,             0.67754,             0.75222,             0.63751,            0.020824,            0.046764,             0.01599,           0.0041788,           0.0041788,           0.0041788
                 296,            0.024075,            0.042271,            0.023006,             0.86858,             0.69817,             0.79232,             0.65871,            0.021414,            0.046398,            0.015945,            0.004159,            0.004159,            0.004159
                 297,            0.024068,            0.043717,             0.02124,             0.90371,             0.67016,             0.79332,             0.66526,            0.021288,            0.045423,            0.016187,           0.0041392,           0.0041392,           0.0041392
                 298,            0.024141,            0.047838,            0.022623,             0.91235,             0.66881,             0.79638,             0.67418,            0.020535,            0.046619,            0.016298,           0.0041194,           0.0041194,           0.0041194
                 299,            0.024184,            0.047116,             0.02241,             0.89548,             0.68986,             0.79201,              0.6693,             0.02048,            0.047817,            0.015165,           0.0040996,           0.0040996,           0.0040996
                 300,            0.023266,            0.047261,            0.021266,             0.88793,             0.70314,             0.78874,             0.66556,            0.021178,            0.048953,            0.015289,           0.0040798,           0.0040798,           0.0040798
                 301,            0.024781,            0.045942,            0.023086,             0.88673,             0.69587,             0.75333,             0.62142,            0.022379,            0.047348,            0.015599,             0.00406,             0.00406,             0.00406
                 302,            0.023553,            0.048866,            0.021064,             0.88792,              0.6871,             0.74854,             0.63211,            0.022021,            0.046588,            0.015669,           0.0040402,           0.0040402,           0.0040402
                 303,             0.02385,            0.045196,            0.022485,             0.88517,             0.69115,             0.74667,             0.61551,             0.02209,            0.047396,            0.015433,           0.0040204,           0.0040204,           0.0040204
                 304,            0.023818,            0.047802,            0.021911,             0.87788,             0.69548,             0.75716,             0.63368,            0.021187,            0.047181,            0.015635,           0.0040006,           0.0040006,           0.0040006
                 305,            0.023888,            0.044001,            0.021232,             0.87451,             0.69351,             0.77005,             0.64715,            0.021373,            0.048577,            0.015892,           0.0039808,           0.0039808,           0.0039808
                 306,            0.022935,             0.04424,            0.022088,             0.86613,             0.69661,             0.75921,             0.63923,            0.021326,            0.047629,             0.01536,            0.003961,            0.003961,            0.003961
                 307,            0.023015,            0.044327,            0.020455,             0.89378,             0.66965,             0.75007,             0.63053,            0.021027,             0.04837,            0.015545,           0.0039412,           0.0039412,           0.0039412
                 308,            0.022879,            0.046502,            0.021154,             0.90382,             0.67834,             0.75193,             0.63841,            0.020577,            0.048159,            0.015349,           0.0039214,           0.0039214,           0.0039214
                 309,            0.022915,             0.04162,            0.021695,             0.91575,              0.6817,             0.74924,             0.63598,            0.020953,            0.048381,            0.015779,           0.0039016,           0.0039016,           0.0039016
                 310,            0.023045,            0.043122,            0.021719,               0.915,             0.68757,             0.75208,             0.62412,            0.021888,            0.048776,            0.015474,           0.0038818,           0.0038818,           0.0038818
                 311,            0.023819,             0.04636,            0.021993,             0.91348,             0.69261,             0.75133,             0.62816,            0.021304,            0.048194,            0.015177,            0.003862,            0.003862,            0.003862
                 312,            0.022635,            0.043942,            0.020289,             0.90401,             0.68802,             0.75768,             0.63764,            0.021172,            0.047849,            0.015669,           0.0038422,           0.0038422,           0.0038422
                 313,            0.023539,            0.043326,            0.021683,             0.89422,             0.68716,             0.75337,             0.63806,            0.020903,            0.047625,            0.016241,           0.0038224,           0.0038224,           0.0038224
                 314,            0.022808,            0.042094,            0.020774,             0.90448,             0.67673,             0.75401,             0.63997,            0.020663,            0.047292,            0.015145,           0.0038026,           0.0038026,           0.0038026
                 315,            0.023639,            0.044307,            0.021629,             0.91034,             0.67766,             0.75052,             0.64086,            0.020617,            0.047362,            0.015234,           0.0037828,           0.0037828,           0.0037828
                 316,            0.023797,            0.044392,            0.021612,             0.88833,             0.69268,              0.7508,             0.63397,            0.020866,            0.047757,            0.015218,            0.003763,            0.003763,            0.003763
                 317,             0.02273,            0.047717,            0.021624,              0.9122,              0.6949,             0.75544,             0.63446,            0.020896,            0.049021,            0.014897,           0.0037432,           0.0037432,           0.0037432
                 318,            0.022662,            0.045993,            0.021367,             0.89858,             0.69348,             0.75859,             0.63887,            0.020608,            0.048837,            0.015256,           0.0037234,           0.0037234,           0.0037234
                 319,            0.022031,            0.046013,            0.020117,             0.91514,             0.68962,             0.78094,             0.66268,            0.020766,            0.046897,            0.014759,           0.0037036,           0.0037036,           0.0037036
                 320,            0.023656,            0.048443,            0.020756,             0.91408,             0.68892,               0.761,             0.64229,            0.020629,            0.046998,            0.015011,           0.0036838,           0.0036838,           0.0036838
                 321,            0.022956,            0.048511,            0.020262,             0.90955,             0.69018,              0.7555,             0.63714,            0.020929,              0.0457,            0.015586,            0.003664,            0.003664,            0.003664
